Name;Author;GITHUB Link;MEGA Link;Publication Year;SYNC Link;Topics;Type;cover page
The Importance of diagnosing Premenstrual Syndrome (Health Visitor);Katharina Dalton;https://raw.githubusercontent.com/peatysharing/bibliography/main/Katharina%20Dalton/1982%20-%20Katharina%20Dalton%20-%20The%20Importance%20of%20diagnosing%20Premenstrual%20Syndrome%20%28Health%20Visitor%29.pdf;https://mega.nz/file/d9ZznACb#2C76is5KZ6mz8dBtI5gAq5bx8BbViJP0c3_kIZlDz1M;1982;;;;img/cover page/Katharina Dalton/1982 - The Importance of diagnosing Premenstrual Syndrome (Health Visitor).webp
What Is This PMS;Katharina Dalton;https://raw.githubusercontent.com/peatysharing/bibliography/main/Katharina%20Dalton/1982%20-%20Katharina%20Dalton%20-%20What%20Is%20This%20PMS.pdf;https://mega.nz/file/V1owhYhI#ULlVEajqeHkPbzYcn7KuF6K_3DAMNR8oI73SIGKnvMQ;1982;;;;img/cover page/Katharina Dalton/1982 - What Is This PMS.webp
Incidence Of The Premenstrual Syndrome In Twins;Katharina Dalton;https://raw.githubusercontent.com/peatysharing/bibliography/main/Katharina%20Dalton/1987%20-%20Katharina%20Dalton%20-%20Incidence%20Of%20The%20Premenstrual%20Syndrome%20In%20Twins.pdf;https://mega.nz/file/g14GCZQK#bSV315dKjS3ZT3FTZ53jplIeGZ5iKyIEJPEvJiJgTIk;1987;;;;img/cover page/Katharina Dalton/1987 - Incidence Of The Premenstrual Syndrome In Twins.webp
Progesterone For Premenstrual Exacerbations Of Asthma;Katharina Dalton;https://raw.githubusercontent.com/peatysharing/bibliography/main/Katharina%20Dalton/1988%20-%20Katharina%20Dalton%20-%20Progesterone%20For%20Premenstrual%20Exacerbations%20Of%20Asthma.pdf;https://mega.nz/file/ZtoVAAZA#VcBMlnZs1UeN7B7sD5MrvbGO_uEbzVgxzGggE7U6o2Q;1988;;;;img/cover page/Katharina Dalton/1988 - Progesterone For Premenstrual Exacerbations Of Asthma.webp
Treating The Premenstrual Syndrome;Katharina Dalton;https://raw.githubusercontent.com/peatysharing/bibliography/main/Katharina%20Dalton/1988%20-%20Katharina%20Dalton%20-%20Treating%20The%20Premenstrual%20Syndrome.pdf;https://mega.nz/file/I5RBCQ6L#Jps41f4i9GqrsyE44dfGu_DJWTzAuwN-1OrFhNqFJmg;1988;https://ln5.sync.com/dl/6e8bbead0/qttf75q4-e6c66v5j-di66fd5e-275mjfbg;Endocrinology;Article;img/cover page/Katharina Dalton/1988 - Treating The Premenstrual Syndrome.webp
Local Reaction To Progesterone;Katharina Dalton;https://raw.githubusercontent.com/peatysharing/bibliography/main/Katharina%20Dalton/1989%20-%20Katharina%20Dalton%20-%20Local%20Reaction%20To%20Progesterone.pdf;https://mega.nz/file/hg5QHQgD#ki-lTAfrqjaqxkrdjJKQhrvKyICy0FHWaoAox_80k1g;1989;;;;img/cover page/Katharina Dalton/1989 - Local Reaction To Progesterone.webp
The Aetiology Of Premenstrual Syndrome Is With The Progesterone Receptos;Katharina Dalton;https://raw.githubusercontent.com/peatysharing/bibliography/main/Katharina%20Dalton/1990%20-%20Katharina%20Dalton%20-%20The%20Aetiology%20Of%20Premenstrual%20Syndrome%20Is%20With%20The%20Progesterone%20Receptos.pdf;https://mega.nz/file/Q8hTibZK#aipXx1PswVt605vYLFrNYGbIxIPlusj3478q92ZGdMw;1990;;;;img/cover page/Katharina Dalton/1990 - The Aetiology Of Premenstrual Syndrome Is With The Progesterone Receptos.webp
Premenstrual Syndrome, An Alternative View (British Journal of Hospital Medicine);Katharina Dalton;https://raw.githubusercontent.com/peatysharing/bibliography/main/Katharina%20Dalton/1991%20-%20Katharina%20Dalton%20-%20Premenstrual%20Syndrome%2C%20An%20Alternative%20View%20%28British%20Journal%20of%20Hospital%20Medicine%29.pdf;https://mega.nz/file/Mx4RTIQB#e5PMRMi_aoYCrYME_xW7SCQAJ0lU2I3clyzxF1SHLok;1991;;;;img/cover page/Katharina Dalton/1991 - Premenstrual Syndrome, An Alternative View (British Journal of Hospital Medicine).webp
Early Detection Of Preeclampsia;Katharina Dalton;https://raw.githubusercontent.com/peatysharing/bibliography/main/Katharina%20Dalton/1992%20-%20Katharina%20Dalton%20-%20Early%20Detection%20Of%20Preeclampsia.pdf;https://mega.nz/file/4hJhCCqT#d4U5ckaBD_IupHM2d8-_6DgUD-KTmpRIyrEk3R4Wyr0;1992;;;;img/cover page/Katharina Dalton/1992 - Early Detection Of Preeclampsia.webp
Epidemiology Of Premenstrual Symptoms;Katharina Dalton;https://raw.githubusercontent.com/peatysharing/bibliography/main/Katharina%20Dalton/1993%20-%20Katharina%20Dalton%20-%20Epidemiology%20Of%20Premenstrual%20Symptoms.pdf;https://mega.nz/file/EsQ1DRBZ#L6ybIIZ0MWoOmCsOGh1cWJ3pTxii49TnhSCHReXyLao;1993;;;;img/cover page/Katharina Dalton/1993 - Epidemiology Of Premenstrual Symptoms.webp
Treatment Of Postnatal Depression;Katharina Dalton;https://raw.githubusercontent.com/peatysharing/bibliography/main/Katharina%20Dalton/1997%20-%20Katharina%20Dalton%20-%20Treatment%20Of%20Postnatal%20Depression.pdf;https://mega.nz/file/ZlgVDCaT#ohbnUnYpxKYfo4LGqDCYHkcaPcO4FUU3SzPddfX0Zm4;1997;;;;img/cover page/Katharina Dalton/1997 - Treatment Of Postnatal Depression.webp
The Disorders, Premenstrual Syndrome;Katharina Dalton;https://raw.githubusercontent.com/peatysharing/bibliography/main/Katharina%20Dalton/2001%20-%20Katharina%20Dalton%20-%20The%20Disorders%2C%20Premenstrual%20Syndrome.pdf;https://mega.nz/file/ZxozXKTK#OM0pYcBF9rdbIgn9vtgBFk-QiYR4SNgC65BG2StcMa0;2001;;;;img/cover page/Katharina Dalton/2001 - The Disorders, Premenstrual Syndrome.webp
The Premenstrual Syndrome;Katharina Dalton, Raymond Greene;https://raw.githubusercontent.com/peatysharing/bibliography/main/Katharina%20Dalton/1953%20-%20Katharina%20Dalton%3B%20Raymond%20Greene%20-%20The%20Premenstrual%20Syndrome.pdf;https://mega.nz/file/R8YgFYAS#bN6KDe7r7bkWwc12MZejKpTAHx0crAA1YkyKwlb5iUU;1953;;;;img/cover page/Katharina Dalton/1953 - The Premenstrual Syndrome.webp
The Effects Of Decreased Thoracic Compliance On The Ventilatory Response To Co2;Katharina Dalton, S. Freedman, J. M. S. Patton, Denise Holland;https://raw.githubusercontent.com/peatysharing/bibliography/main/Katharina%20Dalton/1970%20-%20Katharina%20Dalton%3B%20S.%20Freedman%3B%20J.%20M.%20S.%20Patton%3B%20Denise%20Holland%20-%20The%20Effects%20Of%20Decreased%20Thoracic%20Compliance%20On%20The%20Ventilatory%20Response%20To%20Co2.pdf;https://mega.nz/file/19oDFDTD#4Jtix5ccb_8-aWXocVjagPr4_kjlKpbXjXpABa94fqk;1970;;;;img/cover page/Katharina Dalton/1970 - The Effects Of Decreased Thoracic Compliance On The Ventilatory Response To Co2.webp
Depression After Childbirth, How To Recognize And Treat Postnatal Illness;Katharina Dalton, Wendy Holton;https://raw.githubusercontent.com/peatysharing/bibliography/main/Katharina%20Dalton/2001%20-%20Katharina%20Dalton%2C%20Wendy%20Holton%20-%20Depression%20After%20Childbirth%2C%20How%20To%20Recognize%20And%20Treat%20Postnatal%20Illness.pdf;https://mega.nz/file/RoIkwRAD#RUG9arfOF4fer0d4da6u_K8i2Eyr3O0HF_qvBmkBfcM;2001;https://ln5.sync.com/dl/4cd3be200/xrf4ywnm-kveb8nij-7nwasvx7-ffjvkvzj;Endocrinology;Book;img/cover page/Katharina Dalton/2001 - Depression After Childbirth, How To Recognize And Treat Postnatal Illness.webp
Natural Foods And Good Cooking;Kathy Cituk, John Finnegan, Abram Hoffer;https://raw.githubusercontent.com/peatysharing/bibliography/main/Kathy%20Cituk/1989%20-%20Kathy%20Cituk%3B%20John%20Finnegan%3B%20Abram%20Hoffer%20-%20Natural%20Foods%20And%20Good%20Cooking.pdf;https://mega.nz/file/F5IxQDQJ#afSSnbGsYALsrSsQiYsuBI8cOnJz-8eQJXSIq00ydB0;1989;;;Book;img/cover page/Kathy Cituk/1989 - Natural Foods And Good Cooking.webp
Caries-free Teeth In The Absence Of The Fluoride Ion;Kenneth J. Rothman, Robert L. Glass, Fabio Espinal, Herman Velez;https://raw.githubusercontent.com/peatysharing/bibliography/main/Kenneth%20J.%20Rothman/1972%20-%20Kenneth%20J.%20Rothman%3B%20Robert%20L.%20Glass%3B%20Fabio%20Espinal%3B%20Herman%20Velez%20-%20Caries-free%20Teeth%20In%20The%20Absence%20Of%20The%20Fluoride%20Ion.pdf;https://mega.nz/file/pswC2IrJ#nRk04p_m1K6LccVXX4RSpzTPvFoI4qqlNT2xN_enCC8;1972;;;Article;img/cover page/Kenneth J. Rothman/1972 - Caries-free Teeth In The Absence Of The Fluoride Ion.webp
Acetylcholinesterase And Cholinesterase Activities, Protein Content And Wet Weight Measures In The Rat Brain After Early Hypophysectomy;Kenneth M. Gregory, Marian C. Diamond;https://raw.githubusercontent.com/peatysharing/bibliography/main/Marian%20Diamond/1968%20-%20Kenneth%20M.%20Gregory%2C%20Marian%20C.%20Diamond%20-%20Acetylcholinesterase%20And%20Cholinesterase%20Activities%2C%20Protein%20Content%20And%20Wet%20Weight%20Measures%20In%20The%20Rat%20Brain%20After%20Early%20Hypophysectomy.pdf;https://mega.nz/file/o1gxXRyC#LIfJ-g_5SKQiKed4K2G3ID4wZefS_GNjvfe2LO9xlh8;1968;;;;img/cover page/Marian C. Diamond/1968 - Acetylcholinesterase And Cholinesterase Activities, Protein Content And Wet Weight Measures In The Rat Brain After Early Hypophysectomy.webp
Insulin;Kerstin Hall, Rolf Luft;https://raw.githubusercontent.com/peatysharing/bibliography/main/Kerstin%20Hall/1974%20-%20Kerstin%20Hall%3B%20Rolf%20Luft%20-%20Insulin.pdf;https://mega.nz/file/M4o0GQqT#S0S_mj89U2EaR_MijDSQnDc0wovi8PlHgzVhoFBvxxI;1974;;;;img/cover page/Kerstin Hall/1974 - Insulin.webp
Dietetic Hepatic Injuries And The Mode Of Action Of Tocopherol;Klaus Schwarz;https://raw.githubusercontent.com/peatysharing/bibliography/main/Klaus%20Schwarz/1949%20-%20Klaus%20Schwarz%20-%20Dietetic%20Hepatic%20Injuries%20And%20The%20Mode%20Of%20Action%20Of%20Tocopherol.pdf;https://mega.nz/file/E95zkZJQ#0CoSu63Wi3Czol8onlRNfURi7E2Od9g-sQRavW5i7Uc;1949;;;Article;img/cover page/Klaus Schwarz/1949 - Dietetic Hepatic Injuries And The Mode Of Action Of Tocopherol.webp
The Life Of The Plant, Ten Popular Lectures;Kliment Timiryazev;https://raw.githubusercontent.com/peatysharing/bibliography/main/Kliment%20Timiryazev/1958%20-%20Kliment%20Timiryazev%20-%20The%20Life%20Of%20The%20Plant%2C%20Ten%20Popular%20Lectures.pdf;https://mega.nz/file/E5IzmKQT#06GAyqlulUwy4ehHvWqacSn2NOX4reTh9Jgxju50tcg;1958;;;Book;img/cover page/Kliment Timiryazev/1958 - The Life Of The Plant, Ten Popular Lectures.webp
Civilized Man's Eight Deadly Sins;Konrad Lorenz;https://raw.githubusercontent.com/peatysharing/bibliography/main/Konrad%20Lorenz/1974%20-%20Konrad%20Lorenz%20-%20Civilized%20Man%27s%20Eight%20Deadly%20Sins.pdf;https://mega.nz/file/50pR3CRD#IRUu3NixtVapogfot-tbLJpSGMHrQPHpxW59PYH_RiM;1974;;;Book;img/cover page/Konrad Lorenz/1974 - Civilized Man's Eight Deadly Sins.webp
The Organism, A Holistic Approach To Biology Derived From Pathological Data In Man;Kurt Goldstein;https://raw.githubusercontent.com/peatysharing/bibliography/main/Kurt%20Goldstein/1939%20-%20Kurt%20Goldstein%20-%20The%20Organism%2C%20A%20Holistic%20Approach%20To%20Biology%20Derived%20From%20Pathological%20Data%20In%20Man.pdf;https://mega.nz/file/ckxlXSzS#4YNTwgMmpYUZj-xhKQeCpLCV8a_wrrGn7h5kAheLMkc;1939;;;Book;img/cover page/Kurt Goldstein/1939 - The Organism, A Holistic Approach To Biology Derived From Pathological Data In Man.webp
Misconceptions About The Relation Between Plant Growth And Respiration;L. D. Hansen, R. W Breidenbach, B. N. Smith, J. R. Hansen, R. S. Criddle;https://raw.githubusercontent.com/peatysharing/bibliography/main/L.%20D.%20Hansen/1998%20-%20L.%20D.%20Hansen%3B%20R.%20W%20Breidenbach%3B%20B.%20N.%20Smith%3B%20J.%20R.%20Hansen%3B%20R.%20S.%20Criddle%20-%20Misconceptions%20About%20The%20Relation%20Between%20Plant%20Growth%20And%20Respiration.pdf;https://mega.nz/file/BkwXxTRD#o6dXMmBbu2HJl-RjbNk8j6gP1lkx66nol1-bYv0Zs3Y;1998;;;Article;img/cover page/L. D. Hansen/1998 - Misconceptions About The Relation Between Plant Growth And Respiration.webp
Effect Of Administration Of Alpha-tocopherol To Albino Rats On Changes In Content Of Atp, Adp, And Inorganic Phosphorus In The Skin And Skeletal Muscles Due To Avitaminosis K;L. I. Matusis;https://raw.githubusercontent.com/peatysharing/bibliography/main/L.%20I.%20Matusis/1971%20-%20L.%20I.%20Matusis%20-%20Effect%20Of%20Administration%20Of%20Alpha-tocopherol%20To%20Albino%20Rats%20On%20Changes%20In%20Content%20Of%20Atp%2C%20Adp%2C%20And%20Inorganic%20Phosphorus%20In%20The%20Skin%20And%20Skeletal%20Muscles%20Due%20To%20Avitaminosis%20K.pdf;https://mega.nz/file/Qlo0QBoY#exsdBL_e671uYjUFtz_8mYoGX7lGhxrzuUHgRq8SU-I;1971;;;Article;img/cover page/L. I. Matusis/1971 - Effect Of Administration Of Alpha-tocopherol To Albino Rats On Changes In Content Of Atp, Adp, And Inorganic Phosphorus In The Skin And Skeletal Muscles Due To Avitaminosis K.webp
Kinetics Of Tissue Alpha-tocopherol Uptake And Depletion Following Administration Of High Levels Of Vitamin E;L. J. Machlin, E. Gabriel;https://raw.githubusercontent.com/peatysharing/bibliography/main/L.%20J.%20Machlin/1982%20-%20L.%20J.%20Machlin%3B%20E.%20Gabriel%20-%20Kinetics%20Of%20Tissue%20Alpha-tocopherol%20Uptake%20And%20Depletion%20Following%20Administration%20Of%20High%20Levels%20Of%20Vitamin%20E.pdf;https://mega.nz/file/NkgRlYTJ#LcsYvBhMFDWeIeF9YpR5JUQS5bu4O58c4A3gSynbTcY;1982;;;Article;img/cover page/L. J. Machlin/1982 - Kinetics Of Tissue Alpha-tocopherol Uptake And Depletion Following Administration Of High Levels Of Vitamin E.webp
Inadequate Corpus Luteal Function In Women With Benign Breast Diseases;L. R. Sitruk-Ware, N. Sterkesr, I. Mowszowicz, P. Mauvais-Jarvis;https://raw.githubusercontent.com/peatysharing/bibliography/main/L.%20R.%20Sitruk-Ware/1977%20-%20L.%20R.%20Sitruk-Ware%3B%20N.%20Sterkesr%3B%20I.%20Mowszowicz%3B%20P.%20Mauvais-Jarvis%20-%20Inadequate%20Corpus%20Luteal%20Function%20In%20Women%20With%20Benign%20Breast%20Diseases.pdf;https://mega.nz/file/10RXTKSL#7XLc9XRnmnz9HRL2Xqy0HB4uV9eKlLCoAuNeNVmOXvM;1977;;;Article;img/cover page/L. R. Sitruk-Ware/1977 - Inadequate Corpus Luteal Function In Women With Benign Breast Diseases.webp
Inequality Of Inspired And Expired Gaseous Nitrogen In Man;L. T. Dudka, H. J. Inglis, R. E. Johnson, J. M. Pechinski, Sharon Plowman;https://raw.githubusercontent.com/peatysharing/bibliography/main/L.%20T.%20Dudka/1971%20-%20L.%20T.%20Dudka%3B%20H.%20J.%20Inglis%3B%20R.%20E.%20Johnson%3B%20J.%20M.%20Pechinski%3B%20Sharon%20Plowman%20-%20Inequality%20Of%20Inspired%20And%20Expired%20Gaseous%20Nitrogen%20In%20Man.pdf;https://mega.nz/file/gg4CzAKb#gCFJMVRQZ2gHbPm8u0y6NY-vlrzUZ85eEgRXSyVIm_4;1971;;;Article;img/cover page/L. T. Dudka/1971 - Inequality Of Inspired And Expired Gaseous Nitrogen In Man.webp
Loss And Restoration Of Regenerative Capacity In Tissues And Organs Of Animals;L. V. Polezhaev;https://raw.githubusercontent.com/peatysharing/bibliography/main/L.%20V.%20Polezhaev/1972%20-%20L.%20V.%20Polezhaev%20-%20Loss%20And%20Restoration%20Of%20Regenerative%20Capacity%20In%20Tissues%20And%20Organs%20Of%20Animals.pdf;https://mega.nz/file/Fsh1ibQb#aQNNM_SznT7szI59RQ7kWNBBbY8eWIrXi5ewUhKD0LM;1972;;;Book;img/cover page/L. V. Polezhaev/1972 - Loss And Restoration Of Regenerative Capacity In Tissues And Organs Of Animals.webp
Organ Regeneration in Animals;L. V. Polezhaev;https://raw.githubusercontent.com/peatysharing/bibliography/main/L.%20V.%20Polezhaev/1972%20-%20L.%20V.%20Polezhaev%20-%20Organ%20Regeneration%20in%20Animals.pdf;https://mega.nz/file/s151XQRY#FEIXhmMm7pJQrVhIv71anco1jpQAyANioBoShTc1z5E;1972;;;;img/cover page/L. V. Polezhaev/1972 - Organ Regeneration in Animals.webp
Archimedes Or The Future Of Physics;Lancelot Law Whyte;https://raw.githubusercontent.com/peatysharing/bibliography/main/Lancelot%20Law%20Whyte/1927%20-%20Lancelot%20Law%20Whyte%20-%20Archimedes%20Or%20The%20Future%20Of%20Physics.pdf;https://mega.nz/file/1kRQgTyZ#UV-7Q70I39JbWQwUc3-sSxEhHGZDWFdnXVo3EHEj41I;1927;;;Book;img/cover page/Lancelot Law Whyte/1927 - Archimedes Or The Future Of Physics.webp
Critique of Physics;Lancelot Law Whyte;https://raw.githubusercontent.com/peatysharing/bibliography/main/Lancelot%20Law%20Whyte/1931%20-%20Lancelot%20Law%20Whyte%20-%20Critique%20of%20Physics.pdf;https://mega.nz/file/9ph1WYpI#hMNaVQep6tuKOl0tkI39EwxekA5WyVCSVNTQEtGWvUo;1931;;;Book;img/cover page/Lancelot Law Whyte/1931 - Critique of Physics.webp
The Unitary Principle In Physics And Biology;Lancelot Law Whyte;https://raw.githubusercontent.com/peatysharing/bibliography/main/Lancelot%20Law%20Whyte/1949%20-%20Lancelot%20Law%20Whyte%20-%20The%20Unitary%20Principle%20In%20Physics%20And%20Biology.pdf;https://mega.nz/file/R1oVwKZI#xIEwnC6harF0cHQ0T4WahJ6BB8jXALWy_ggP74l_7OA;1949;;;Book;img/cover page/Lancelot Law Whyte/1949 - The Unitary Principle In Physics And Biology.webp
The Next Development In Man;Lancelot Law Whyte;https://raw.githubusercontent.com/peatysharing/bibliography/main/Lancelot%20Law%20Whyte/1950%20-%20Lancelot%20Law%20Whyte%20-%20The%20Next%20Development%20In%20Man.pdf;https://mega.nz/file/BxgEzaab#o1rng1reSrvAtvYKh_8Ivcvlsij2oKsrq-5AIBnR1ns;1950;;;Book;img/cover page/Lancelot Law Whyte/1950 - The Next Development In Man.webp
Accent On Form. An Anticipation Of The Science Of Tomorrow;Lancelot Law Whyte;https://raw.githubusercontent.com/peatysharing/bibliography/main/Lancelot%20Law%20Whyte/1954%20-%20Lancelot%20Law%20Whyte%20-%20Accent%20On%20Form.%20An%20Anticipation%20Of%20The%20Science%20Of%20Tomorrow.pdf;https://mega.nz/file/RopAgJgK#wI1NtKuuVcHgp8c_xo0o8uHLI-usJbFd6oLVI_gpeco;1954;;;Book;img/cover page/Lancelot Law Whyte/1954 - Accent On Form. An Anticipation Of The Science Of Tomorrow.webp
Essay On Atomism. From Democritus to 1960;Lancelot Law Whyte;https://raw.githubusercontent.com/peatysharing/bibliography/main/Lancelot%20Law%20Whyte/1961%20-%20Lancelot%20Law%20Whyte%20-%20Essay%20On%20Atomism.%20From%20Democritus%20to%201960.pdf;https://mega.nz/file/E1ARAYyR#F5pVjb-_Ji1TPBXu19JP4RvriD9m1w6cLnpFoNWu3aE;1961;;;Book;img/cover page/Lancelot Law Whyte/1961 - Essay On Atomism. From Democritus to 1960.webp
The Atomic Problem. A Challenge To Physicists And Mathematicians;Lancelot Law Whyte;https://raw.githubusercontent.com/peatysharing/bibliography/main/Lancelot%20Law%20Whyte/1961%20-%20Lancelot%20Law%20Whyte%20-%20The%20Atomic%20Problem.%20A%20Challenge%20To%20Physicists%20And%20Mathematicians.pdf;https://mega.nz/file/A1Zmwa4L#wj6jeRf3BzYvfFCQ6Vgpg9A1SlnOPKrrlwzQnrKHZmM;1961;;;Book;img/cover page/Lancelot Law Whyte/1961 - The Atomic Problem. A Challenge To Physicists And Mathematicians.webp
The Unconscious Before Freud;Lancelot Law Whyte;https://raw.githubusercontent.com/peatysharing/bibliography/main/Lancelot%20Law%20Whyte/1962%20-%20Lancelot%20Law%20Whyte%20-%20The%20Unconscious%20Before%20Freud.pdf;https://mega.nz/file/l5ohhRQR#DCxogbzYUoq-GM_eoth67WD7k_MU7tJYt58T__fv7ZE;1962;;;Book;img/cover page/Lancelot Law Whyte/1962 - The Unconscious Before Freud.webp
Internal Factors In Evolution;Lancelot Law Whyte;https://raw.githubusercontent.com/peatysharing/bibliography/main/Lancelot%20Law%20Whyte/1965%20-%20Lancelot%20Law%20Whyte%20-%20Internal%20Factors%20In%20Evolution.pdf;https://mega.nz/file/x5QmASCQ#RY7-Y8lx4hZUXPYD9HoSMUoBO_k90VSMPuIk5UmU8uA;1965;;;Book;img/cover page/Lancelot Law Whyte/1965 - Internal Factors In Evolution.webp
Aspects Of Form. A Symposium On Form In Nature And Art;Lancelot Law Whyte;https://raw.githubusercontent.com/peatysharing/bibliography/main/Lancelot%20Law%20Whyte/1968%20-%20Lancelot%20Law%20Whyte%20-%20Aspects%20Of%20Form.%20A%20Symposium%20On%20Form%20In%20Nature%20And%20Art.pdf;https://mega.nz/file/1xAHwDzB#aNK32TAovoedK1hdHtDCrHsgvdtgWxq4HQfmqfDTeSU;1968;;;Book;img/cover page/Lancelot Law Whyte/1968 - Aspects Of Form. A Symposium On Form In Nature And Art.webp
The Universe Of Experience. A World View Beyond Science And Religion;Lancelot Law Whyte;https://raw.githubusercontent.com/peatysharing/bibliography/main/Lancelot%20Law%20Whyte/1974%20-%20Lancelot%20Law%20Whyte%20-%20The%20Universe%20Of%20Experience.%20A%20World%20View%20Beyond%20Science%20And%20Religion.pdf;https://mega.nz/file/41gjBCjL#Zzxk7VEyMp8XQdH2b9O1BAhTzyACznJQXa5TLPf3z7M;1974;;;Book;img/cover page/Lancelot Law Whyte/1974 - The Universe Of Experience. A World View Beyond Science And Religion.webp
Hierarchical Structures;Lancelot Law Whyte, Albert G. Wilson, Donna Wilson;https://raw.githubusercontent.com/peatysharing/bibliography/main/Lancelot%20Law%20Whyte/1969%20-%20%20Lancelot%20Law%20Whyte%2C%20Albert%20G.%20Wilson%3B%20Donna%20Wilson%20-%20Hierarchical%20Structures.pdf;https://mega.nz/file/thRTGTaD#OIeySpORJGutFfa3Ve6j8oE9RVis2GcRPMx1pajhGeQ;1969;;;Book;img/cover page/Lancelot Law Whyte/1969 - Hierarchical Structures.webp
Fine Structural Effects of L-ascorbic Acid on Buccal Epithelium;Larry G. Thaete, J.Norman Grim;https://raw.githubusercontent.com/peatysharing/bibliography/main/Larry%20G.%20Thaete/1974%20-%20Larry%20G.%20Thaete%3B%20J.Norman%20Grim%20-%20Fine%20Structural%20Effects%20of%20L-ascorbic%20Acid%20on%20Buccal%20Epithelium.pdf;https://mega.nz/file/Z5ABjJjD#wo4ZEnWyTK5dGYcFq2isu97FV9LvQ5u7u4Eq0A0j6CI;1974;;;;img/cover page/Larry G. Thaete/1974 - Fine Structural Effects of L-ascorbic Acid on Buccal Epithelium.webp
